,open,high,low,close,volume
2023-01-01 00:00:00,2021.8573832332747,2052.5340028336386,2002.7022138891,2034.8109611202365,269563.8748092841
2023-01-01 01:00:00,1998.5255542636955,2042.030689924031,1984.2088249332055,2004.8866477311908,216926.17195190946
2023-01-01 02:00:00,2038.7725098448764,2077.444380371945,2034.0015495280986,2055.615350134372,243300.4960496136
2023-01-01 03:00:00,1991.3270968232425,2017.3008478141987,1967.7344179697157,1999.0005837690273,250462.7528078139
2023-01-01 04:00:00,1997.840904696737,2020.7157080811594,1967.8566420295622,1998.9085326141017,286511.7618539902
2023-01-01 05:00:00,2019.726508343369,2069.279894956549,2009.6278758016522,2036.489896005793,407301.1722613099
2023-01-01 06:00:00,1994.7702824688788,2043.1397503115227,1990.8274388753182,2009.317280924407,289261.5358662058
2023-01-01 07:00:00,1957.7272256118385,1989.7204641797002,1949.5353811077562,1963.8570511563767,270514.46617743064
2023-01-01 08:00:00,1999.879937454003,2043.0553606698927,1983.6448035618562,2016.713144326252,276639.93129596865
2023-01-01 09:00:00,1951.0195920063795,1980.0151530358362,1941.348365481042,1960.5630576387166,346921.20809803746
2023-01-01 10:00:00,1938.4531473065622,1989.657880301826,1928.7608815700294,1954.206414531177,236316.44890833384
2023-01-01 11:00:00,1919.2436647504803,1955.113607066284,1913.0142690319406,1928.1592819444545,198600.90863889508
2023-01-01 12:00:00,1881.9800008951731,1925.982768439258,1873.8813117554935,1896.9129936384197,230840.95789811137
2023-01-01 13:00:00,1923.727397737469,1957.424360047058,1894.3460686315211,1929.8312107406796,191066.6806778133
2023-01-01 14:00:00,1949.3222164604883,1966.374682706137,1924.2465629612157,1949.5403346178532,261857.61656350654
2023-01-01 15:00:00,1887.6336251279938,1932.0453801360582,1865.245175930279,1895.270921067906,205868.68387427807
2023-01-01 16:00:00,1911.8083491661853,1945.4102905555644,1900.011533801533,1919.4374837279097,255057.90564466122
2023-01-01 17:00:00,1881.6266372047003,1922.9927934455532,1872.2185040186769,1900.624965561673,228783.191323762
2023-01-01 18:00:00,1890.9211637190292,1934.4107794875213,1875.298402102365,1903.9852850659097,174270.32720153139
